PROV1;Nari;Province0001;Province0001;;Province0001;;;;;;;;;x
PROV2;Kiududo;Province0002;Province0002;;Province0002;;;;;;;;;x
PROV3;Dadunga;Province0003;Province0003;;Province0003;;;;;;;;;x
PROV4;Wotith;Province0004;Province0004;;Province0004;;;;;;;;;x
PROV5;Bonashi;Province0005;Province0005;;Province0005;;;;;;;;;x
PROV6;Qesith;Province0006;Province0006;;Province0006;;;;;;;;;x
PROV7;Binat;Province0007;Province0007;;Province0007;;;;;;;;;x
PROV8;Delevi;Province0008;Province0008;;Province0008;;;;;;;;;x
PROV9;Etatira;Province0009;Province0009;;Province0009;;;;;;;;;x
PROV10;Kawiruz;Province0010;Province0010;;Province0010;;;;;;;;;x
PROV11;Nagnus;Province0011;Province0011;;Province0011;;;;;;;;;x
PROV12;Rarohn;Province0012;Province0012;;Province0012;;;;;;;;;x
PROV13;Neth;Province0013;Province0013;;Province0013;;;;;;;;;x
PROV14;Talohn;Province0014;Province0014;;Province0014;;;;;;;;;x
PROV15;Qoruin;Province0015;Province0015;;Province0015;;;;;;;;;x
PROV16;Qabous;Province0016;Province0016;;Province0016;;;;;;;;;x
PROV17;Agamiana;Province0017;Province0017;;Province0017;;;;;;;;;x
PROV18;Ranory;Province0018;Province0018;;Province0018;;;;;;;;;x
PROV19;Eranjory;Province0019;Province0019;;Province0019;;;;;;;;;x
PROV20;Nusalka;Province0020;Province0020;;Province0020;;;;;;;;;x
PROV21;Tarenda;Province0021;Province0021;;Province0021;;;;;;;;;x
PROV22;Koman;Province0022;Province0022;;Province0022;;;;;;;;;x
PROV23;Awiguju;Province0023;Province0023;;Province0023;;;;;;;;;x
PROV24;Rambiz;Province0024;Province0024;;Province0024;;;;;;;;;x
PROV25;Sobani;Province0025;Province0025;;Province0025;;;;;;;;;x
PROV26;Ratia;Province0026;Province0026;;Province0026;;;;;;;;;x
PROV27;Egila;Province0027;Province0027;;Province0027;;;;;;;;;x
PROV28;Ravamm;Province0028;Province0028;;Province0028;;;;;;;;;x
PROV29;Kaudlan;Province0029;Province0029;;Province0029;;;;;;;;;x
PROV30;Kenalih;Province0030;Province0030;;Province0030;;;;;;;;;x
PROV31;Tinalio;Province0031;Province0031;;Province0031;;;;;;;;;x
PROV32;Amubiva;Province0032;Province0032;;Province0032;;;;;;;;;x
PROV33;Tasil;Province0033;Province0033;;Province0033;;;;;;;;;x
PROV34;Emerosgi;Province0034;Province0034;;Province0034;;;;;;;;;x
PROV35;Lunime;Province0035;Province0035;;Province0035;;;;;;;;;x
