#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

mech_sword_1;Ancient Steel Sword;;;x
mech_sword_1_desc;A large, deadly mechanical weapon forged from ancient steel and mystery resources lost to time.;;;x 
mech_sword_2;Ancient Mechanical Blade;;;x
mech_sword_2_desc;A large, deadly mechanical weapon forged from ancient steel and mystery resources lost to time.;;;x 

EVTDESCsuit_events.14;While leading your army through [Root.Location.GetName], your foragers come across a mysterious object. Glowing, yet at the same time rusted, it took several men to lift. On further inspection, you realize it is an ancient weapon.;;;x
EVTAsuit_events.14;I'll take that!;;;x
EVTBsuit_events.14;Sell the scrap;;;x

dk_chain;Chain of a Sovereign;;;x
dk_chain_desc;A metal, curious chain encrusted with diamonds. It is engraved in late humanic "PRE".;;;x 
dk_beachball;Rainbow Pufferfish;;;x
dk_beachball_desc;A synthetic pufferfish that when inflated floats in an amusing manner.;;;x 
dk_seaweed;Seawig;;;x
dk_seaweed_desc;A clod of seaweed that is marvelous.;;;x 
sponge;Seawig;;;x
sponge_desc;A sponge of notable quality..;;;x 
dk_flipper;Derson Raindisk;;;x
dk_flipper_desc;A rainbow disc that must have fell from the mists of heaven. It has a naked dolphin, suggesting it came from prehistory.;;;x 
orca_cd;Orcan Raindisk;;;x
orca_cd_desc;A rainbow disc that must have fell from the mists of heaven. It has a naked orca, suggesting it came from prehistory.;;;x 
dk_helmet;Dersonal Helmet;;;x
dk_helmet_desc;A cage like helmet that must have been used by warriors.;;;x 


EVTDESCdk_artifact_events.01;A speckle in the ultrasonic mist of [Root.Location.GetName], interests a group of youngers. They pick up a scrap dolphin - a dumbfounding artifact made from geaming diamonds. On the back mysterious enscriptions have been molded inwards.;;;x
EVTAdk_artifact_events.01;Its mine!;;;x
EVTBdk_artifact_events.01;Submit it to further study;;;x
EVTCdk_artifact_events.01;Cursed Dolphin ...;;;x
EVTDESCdk_artifact_events.02;Your archivists conclude it belonged to a great river-dolphin King of Pre who lorded over humans and crocodiles in the Nile estuary. Maybe near the human city of Memphis.;;;x
EVTAdk_artifact_events.02;Ancient times!;;;x
EVTDESCdk_artifact_events.03;Your archivists conclude that belonged to River Dolphin King Adolphus who lived in the Northern sea estuary and participated in many wars. PRE standing for Porpoise Regal Empire.;;;x
EVTAdk_artifact_events.03;We will eat some fermented cod in his honor;;;x
EVTDESCdk_artifact_events.04;Your archivists conclude that it belonged to a young Dolphin king who was involved in a feud with a Great White named Yogurty. He one day could not shake off the shark and was deeply missed.;;;x
EVTAdk_artifact_events.04;Nature is cruel.;;;x
EVTDESCdk_artifact_events.05;Your archivists suggest it belonged to the Western Underwater kingdom. The 16th dynasty collapsed due to overdrinking and lack of rabbit livers to absorb the excess. This trinket in your treasury should smoothern your house's image.;;;x
EVTAdk_artifact_events.05;An inspiration!;;;x
EVTBdk_artifact_events.05;We should stock the larder with liver pate...;;;x
EVTDESCdk_artifact_events.06;Your archivists have lost the chain. They were researching its composition and dropped it into an oceanic vent.;;;x
