#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#[From.Religion.GetName]
#[From.Religion.GetHighGodName]
#[From.Religion.GetRandomGodName]
#[From.Religion.GetRandomEvilGodName]
#[From.Religion.GetPriestTitle]
#[From.Religion.GetScriptureName]
#[From.Religion.GetPietyName]
#[From.Religion.GetCrusadeName]
#[From.Society.GetName]
#[From.GetSocietyRank]
#[From.GetFirstName]
#[From.GetTitledFirstName]
#
#knights_templar
society_knights_templar;The Knights Templar;;;;;;;;;;;;;x
society_knights_templar_desc;A Christian military order that was founded by a small group of eight wealthy knights. The Poor Fellow-Soldiers of Christ and of the Temple of Solomon - or the Knights Templar for short - have sworn to protect pilgrims traveling through the Holy Land. The order was fully endorsed by the [From.Religion.GetName] church at the council of Troyes, and this will allow pious [From.Religion.GetName] rulers to call on their aid.;;;;;;;;;;;;;x
society_knights_templar_leader_desc;The Grand Master of the Knights Templar.;;;;;;;;;;;;;x
society_knights_templar_rank_1_female;Adjutante;;;;;;;;;;;;;x
society_knights_templar_rank_2_female;Dame;;;;;;;;;;;;;x
society_knights_templar_rank_3_female;Prioress;;;;;;;;;;;;;x
society_knights_templar_rank_4_female;Mother Superior;;;;;;;;;;;;;x
society_knights_templar_rank_1_male;Sergeant;;;;;;;;;;;;;x
society_knights_templar_rank_2_male;Knight;;;;;;;;;;;;;x
society_knights_templar_rank_3_male;Prior;;;;;;;;;;;;;x
society_knights_templar_rank_4_male;Grand Master;;;;;;;;;;;;;x
#knights_hospitaller
society_knights_hospitaller;The Knights Hospitaller;;;;;;;;;;;;;x
society_knights_hospitaller_desc;A Christian religious military order, the Order of Knights of the Hospital of Saint John of Jerusalem, are also known as the Knight Hospitaller.\nThe Knights, who have already protected and cared for sick pilgrims in Jerusalem for some time, now have the full weight of the [From.Religion.GetName] Church behind them. Pious [From.Religion.GetName] rulers may call on their support.;;;;;;;;;;;;;x
society_knights_hospitaller_leader_desc;The Grand Master of the Knights Hospitaller.;;;;;;;;;;;;;x
society_knights_hospitaller_rank_1_female;Adjutante;;;;;;;;;;;;;x
society_knights_hospitaller_rank_2_female;Dame;;;;;;;;;;;;;x
society_knights_hospitaller_rank_3_female;Prioress;;;;;;;;;;;;;x
society_knights_hospitaller_rank_4_female;Mother Superior;;;;;;;;;;;;;x
society_knights_hospitaller_rank_1_male;Sergeant;;;;;;;;;;;;;x
society_knights_hospitaller_rank_2_male;Knight;;;;;;;;;;;;;x
society_knights_hospitaller_rank_3_male;Prior;;;;;;;;;;;;;x
society_knights_hospitaller_rank_4_male;Grand Master;;;;;;;;;;;;;x
#teutonic_order
society_teutonic_order;The Teutonic Order;;;;;;;;;;;;;x
society_teutonic_order_desc;The Order of Brothers of the German House of Saint Mary in Jerusalem was been formed and sponsored by the [From.Religion.GetName] Church and the Holy Roman Emperor. It was assembled from a group of knights originating from the cities of Bremen and Lubeck.  The Teutonic Order, much like the Knights of St. John and the Knights Templar, primarily protect and care for pilgrims to the Holy Land, but will serve any [From.Religion.GetName] ruler willing to pay for their upkeep.;;;;;;;;;;;;;x
society_teutonic_order_leader_desc;The Grand Master of the Teutonic Order.;;;;;;;;;;;;;x
society_teutonic_order_rank_1_female;Schwester;;;;;;;;;;;;;x
society_teutonic_order_rank_2_female;Dame;;;;;;;;;;;;;x
society_teutonic_order_rank_3_female;Landmeister;;;;;;;;;;;;;x
society_teutonic_order_rank_4_female;Mutter Oberin;;;;;;;;;;;;;x
society_teutonic_order_rank_1_male;Halbbruder;;;;;;;;;;;;;x
society_teutonic_order_rank_2_male;Ritter;;;;;;;;;;;;;x
society_teutonic_order_rank_3_male;Landmeister;;;;;;;;;;;;;x
society_teutonic_order_rank_4_male;Hochmeister;;;;;;;;;;;;;x
#knights_calatrava
society_knights_calatrava;The Order of Calatrava;;;;;;;;;;;;;x
society_knights_calatrava_desc;The Order of Calatrava is a military branch of the Cistercian, a religious order of monks and nuns. They are soldiers of the Cross, having just been endorsed in a decree issued by the [From.Religion.GetName] Church. These knights take their name from a castle recovered in Iberia from the clutches of the Moslem infidel, and they stand ready to combat heathens and defend the pious in the name of any [From.Religion.GetName] ruler.;;;;;;;;;;;;;x
society_knights_calatrava_leader_desc;The Grand Master of the Order of Calatrava.;;;;;;;;;;;;;x
society_knights_calatrava_rank_1_female;Adjutante;;;;;;;;;;;;;x
society_knights_calatrava_rank_2_female;Dame;;;;;;;;;;;;;x
society_knights_calatrava_rank_3_female;Prioress;;;;;;;;;;;;;x
society_knights_calatrava_rank_4_female;Mother Superior;;;;;;;;;;;;;x
society_knights_calatrava_rank_1_male;Sergeant;;;;;;;;;;;;;x
society_knights_calatrava_rank_2_male;Knight;;;;;;;;;;;;;x
society_knights_calatrava_rank_3_male;Prior;;;;;;;;;;;;;x
society_knights_calatrava_rank_4_male;Grand Master;;;;;;;;;;;;;x
#knights_santiago
society_knights_santiago;The Order of Santiago;;;;;;;;;;;;;x
society_knights_santiago_desc;This chivalric order, also known as The Order of St. James of the Sword, owes its name to Santiago Matamoros. He was one of the twelve apostles, Saint James the Moorslayer as he is known in other parts of the world. The Order of Santiago enjoys the official sponsorship of the [From.Religion.GetName] Church and its knights have all sworn to purge entire realms of heathens and heretics.;;;;;;;;;;;;;x
society_knights_santiago_leader_desc;The Grand Master of the Order of Santiago.;;;;;;;;;;;;;x
society_knights_santiago_rank_1_female;Adjutante;;;;;;;;;;;;;x
society_knights_santiago_rank_2_female;Dame;;;;;;;;;;;;;x
society_knights_santiago_rank_3_female;Prioress;;;;;;;;;;;;;x
society_knights_santiago_rank_4_female;Mother Superior;;;;;;;;;;;;;x
society_knights_santiago_rank_1_male;Sergeant;;;;;;;;;;;;;x
society_knights_santiago_rank_2_male;Knight;;;;;;;;;;;;;x
society_knights_santiago_rank_3_male;Prior;;;;;;;;;;;;;x
society_knights_santiago_rank_4_male;Grand Master;;;;;;;;;;;;;x
#holy_sepulchre
society_holy_sepulchre;The Brotherhood of the Holy Sepulchre;;;;;;;;;;;;;x
society_holy_sepulchre_desc;The Brotherhood has worked tirelessly to protect Christian holy sites and relics in the Holy Land ever since it was first founded in 313, when the Edict of Milan legalized Christendom throughout the Roman Empire. This holy order has now become increasingly militarized and their ranks have grown dramatically to include professional soldiers as well. Their dedication to protect the Holy Land has now extended to include the defense of all of [From.Religion.GetName] Christendom.;;;;;;;;;;;;;x
society_holy_sepulchre_leader_desc;The Grand Master of the Brotherhood of the Holy Sepulchre.;;;;;;;;;;;;;x
society_holy_sepulchre_rank_1_female;Adjutante;;;;;;;;;;;;;x
society_holy_sepulchre_rank_2_female;Dame;;;;;;;;;;;;;x
society_holy_sepulchre_rank_3_female;Prioress;;;;;;;;;;;;;x
society_holy_sepulchre_rank_4_female;Mother Superior;;;;;;;;;;;;;x
society_holy_sepulchre_rank_1_male;Sergeant;;;;;;;;;;;;;x
society_holy_sepulchre_rank_2_male;Knight;;;;;;;;;;;;;x
society_holy_sepulchre_rank_3_male;Prior;;;;;;;;;;;;;x
society_holy_sepulchre_rank_4_male;Grand Master;;;;;;;;;;;;;x
#saint_anthony
society_saint_anthony;The Order of Saint Anthony;;;;;;;;;;;;;x
society_saint_anthony_desc;The Knights of Saint Anthony come from one of the oldest chivalric orders in the world. In 370, disciples of Anthony the Hermit founded the Order of Saint Anthony under the patronage of the Emperor of Ethiopia. Although they have kept a low profile for many centuries, this holy order resurfaced as a powerful force. Their stated purpose is to protect [From.Religion.GetName] Christians from all those who would seek them harm.;;;;;;;;;;;;;x
society_saint_anthony_leader_desc;The Grand Master of the Brotherhood of the Order of Saint Anthony.;;;;;;;;;;;;;x
society_saint_anthony_rank_1_female;Adjutante;;;;;;;;;;;;;x
society_saint_anthony_rank_2_female;Dame;;;;;;;;;;;;;x
society_saint_anthony_rank_3_female;Prioress;;;;;;;;;;;;;x
society_saint_anthony_rank_4_female;Mother Superior;;;;;;;;;;;;;x
society_saint_anthony_rank_1_male;Sergeant;;;;;;;;;;;;;x
society_saint_anthony_rank_2_male;Knight;;;;;;;;;;;;;x
society_saint_anthony_rank_3_male;Prior;;;;;;;;;;;;;x
society_saint_anthony_rank_4_male;Grand Master;;;;;;;;;;;;;x
#saint_addai
society_saint_addai;The Order of Saint Addai;;;;;;;;;;;;;x
society_saint_addai_desc;The imperative to protect the Holy Places for [From.Religion.GetName] Christianity has caused the Catholicos, [From.RelHead.GetTitledName], to declare the creation of a holy brotherhood of warrior monks - the Order of Saint Addai, named after the apostle who spread Christianity to Syria and Mesopotamia. They stand ready to smite heathens and infidels and protect the righteous in the name of the [From.Religion.GetName] faith.;;;;;;;;;;;;;x
society_saint_addai_leader_desc;The Grand Master of the Brotherhood of the Order of Saint Addai.;;;;;;;;;;;;;x
society_saint_addai_rank_1_female;Adjutante;;;;;;;;;;;;;x
society_saint_addai_rank_2_female;Dame;;;;;;;;;;;;;x
society_saint_addai_rank_3_female;Prioress;;;;;;;;;;;;;x
society_saint_addai_rank_4_female;Mother Superior;;;;;;;;;;;;;x
society_saint_addai_rank_1_male;Sergeant;;;;;;;;;;;;;x
society_saint_addai_rank_2_male;Knight;;;;;;;;;;;;;x
society_saint_addai_rank_3_male;Prior;;;;;;;;;;;;;x
society_saint_addai_rank_4_male;Grand Master;;;;;;;;;;;;;x
#bektashi
society_bektashi;The Bektashi Order;;;;;;;;;;;;;x
society_bektashi_desc;A Sufi sect of dervishes founded under the leadership of a certain Hadji Baktash Wali, a mystic from Khorasan. Striving for 'Unity of Being', Bektashis train the soul through meditation and contemplation of the inner meaning of the Koran. The Bektashi Order is warlike and especially popular among [From.Religion.GetName] Muslim soldiers. The Order has sworn to protect Islam and to combat infidels and polytheists of all kinds.;;;;;;;;;;;;;x
society_bektashi_leader_desc;The Grand Master of the Brotherhood of the Bektashi Order.;;;;;;;;;;;;;x
society_bektashi_rank_1_female;Asik;;;;;;;;;;;;;x #bard
society_bektashi_rank_2_female;Mühip;;;;;;;;;;;;;x
society_bektashi_rank_3_female;Dervish;;;;;;;;;;;;;x
society_bektashi_rank_4_female;Dedebaba;;;;;;;;;;;;;x #great grand pa
society_bektashi_rank_1_male;Asik;;;;;;;;;;;;;x
society_bektashi_rank_2_male;Mühip;;;;;;;;;;;;;x
society_bektashi_rank_3_male;Dervish;;;;;;;;;;;;;x
society_bektashi_rank_4_male;Dedebaba;;;;;;;;;;;;;x
#haruriyyah
society_haruriyyah;The Haruriyyah;;;;;;;;;;;;;x
society_haruriyyah_desc;They call themselves simply 'The Haruriyyah'. An order of Muslim warriors, claiming descent from the old Haruri traditions and swearing to protect Islam and combat infidels and polytheists of all kinds. It was a Haruri who killed the Caliph Ali with a poisoned sword since they saw him as corrupting Islam, and this group vows to show the same courage and determination in fighting any enemies of the true faith.;;;;;;;;;;;;;x
society_haruriyyah_leader_desc;The Grand Master of the Haruriyyah.;;;;;;;;;;;;;x
society_haruriyyah_rank_1_female;Asik;;;;;;;;;;;;;x
society_haruriyyah_rank_2_female;Mühip;;;;;;;;;;;;;x
society_haruriyyah_rank_3_female;Dervish;;;;;;;;;;;;;x
society_haruriyyah_rank_4_female;Dedebaba;;;;;;;;;;;;;x
society_haruriyyah_rank_1_male;Asik;;;;;;;;;;;;;x
society_haruriyyah_rank_2_male;Mühip;;;;;;;;;;;;;x
society_haruriyyah_rank_3_male;Dervish;;;;;;;;;;;;;x
society_haruriyyah_rank_4_male;Dedebaba;;;;;;;;;;;;;x
#zealots
society_zealots;The Zealots;;;;;;;;;;;;;x
society_zealots_desc;A holy order modeled after the ancient Zealots to protect Judaism against its enemies. Just like the Jewish sect that is their namesake, these Zealots will not shy away from violence against those they feel are deserving. Some within the [From.Religion.GetName] religious community have accused the Zealots of taking their faith to extreme levels, but the ranks of the order continue to swell as [From.Religion.GetName] exiles returning to the Promised Land flock to their banner.;;;;;;;;;;;;;x
society_zealots_leader_desc;The Grand Master of the Zealots.;;;;;;;;;;;;;x
